"totalvalue","finsqft","lotsize","bedroom","fullbath","yearbuilt","esdistrict","msdistrict","hsdistrict","censustract","condition","cooling","age","fp"
863600,2762,32,4,3,1979,"Stony Point","Lakeside","Albemarle","104.01","Average","Central Air",46,"Yes"
316200,1296,14.424,1,1,1989,"Crozet","Henley","Western Albemarle","101","Average","No Central Air",36,"Yes"
683400,2400,3.839,4,3,1985,"Ivy","Henley","Western Albemarle","101","Average","Central Air",40,"Yes"
773100,2739,0.459,5,3,2017,"Mountain View","Burley","Monticello","112.02","Average","Central Air",8,"Yes"
390100,1479,0,3,2,1964,"Greer","Journey","Albemarle","108.01","Average","Central Air",61,"Yes"
398400,2113,0.074,3,3,2020,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",5,"No"
102300,1200,0.043,4,2,2024,"Mountain View","Walton","Monticello","113.02","Average","Central Air",1,"No"
479600,2028,0.298,3,2,1988,"Mountain View","Walton","Monticello","113.03","Average","Central Air",37,"Yes"
618400,2616,0.352,4,2,1997,"Agnor","Burley","Albemarle","106.02","Average","Central Air",28,"Yes"
286400,988,2.001,2,1,1930,"Stony Point","Burley","Monticello","105.01","Average","No Central Air",95,"No"
249700,1319,0.11,3,2,1983,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",42,"Yes"
331800,1344,5.56,3,3,1995,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",30,"No"
661900,2841,0.262,5,2,2005,"Agnor","Burley","Albemarle","106.02","Average","Central Air",20,"Yes"
323600,1440,0.148,3,2,1997,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",28,"Yes"
300500,1568,0.0574,3,2,1998,"Agnor","Burley","Albemarle","106.02","Average","Central Air",27,"Yes"
1024000,4038,1.096,4,3,2010,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",15,"Yes"
291200,1152,0,2,2,1987,"Greer","Journey","Albemarle","107.02","Average","Central Air",38,"Yes"
397200,1456,2,4,3,1997,"Red Hill","Walton","Monticello","112.02","Average","Central Air",28,"Yes"
1141800,3425,2,4,5,2008,"Murray","Henley","Western Albemarle","110","Average","Central Air",17,"Yes"
468700,1844,0.052,2,3,2021,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",4,"No"
594900,2256,0.251,4,3,1997,"Agnor","Burley","Albemarle","106.02","Average","Central Air",28,"Yes"
1853400,4311,8.87,4,3,2006,"Ivy","Henley","Western Albemarle","102.02","Average","Central Air",19,"Yes"
283300,1234,0.049,2,2,1989,"Mountain View","Walton","Monticello","113.03","Average","Central Air",36,"Yes"
329100,1222,0.37,4,2,1970,"Baker-Butler","Lakeside","Albemarle","103.01","Average","Central Air",55,"Yes"
326400,1720,0.071,3,2,2002,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",23,"Yes"
436500,2214,1.377,4,3,1984,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",41,"Yes"
606400,2000,2.656,4,2,1979,"Ivy","Henley","Western Albemarle","110","Average","Central Air",46,"Yes"
301200,1576,0,3,2,1994,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",31,"Yes"
667900,2653,0.07,4,3,2023,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",2,"No"
344300,1255,0.149,2,2,1992,"Mountain View","Walton","Monticello","113.03","Average","Central Air",33,"Yes"
1268000,3969,0.727,4,4,2021,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",4,"Yes"
535300,2128,0.046,4,3,2023,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",2,"Yes"
884200,3589,5.264,4,2,1990,"Baker-Butler","Lakeside","Albemarle","104.01","Average","Central Air",35,"Yes"
1e+06,2464,0.55,4,3,2020,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",5,"No"
208000,2361,2,3,2,1987,"Baker-Butler","Lakeside","Albemarle","103.01","Average","Central Air",38,"No"
425200,2097,0.035,3,2,2019,"Mountain View","Walton","Monticello","113.03","Average","Central Air",6,"No"
355000,936,0.58,3,2,1965,"Mountain View","Burley","Monticello","113.02","Average","Central Air",60,"No"
4430400,6808,15.712,4,6,1997,"Crozet","Henley","Western Albemarle","101","Average","Central Air",28,"Yes"
97900,1760,0.044,3,2,2024,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",1,"No"
399300,1788,3,3,2,1991,"Red Hill","Walton","Monticello","114","Average","Central Air",34,"Yes"
83000,2919,0.138,4,4,2024,"Agnor","Burley","Albemarle","106.02","Average","Central Air",1,"No"
182000,1345,2.097,2,1,1942,"Broadus Wood","Journey","Albemarle","101","Average","No Central Air",83,"No"
89000,1760,0.031,3,2,2024,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",1,"No"
402600,1850,0.055,3,2,2018,"Stony Point","Burley","Monticello","105.01","Average","Central Air",7,"No"
415500,1775,0.046,3,3,2009,"Stone-Robinson","Burley","Monticello","105.02","Average","Central Air",16,"No"
482000,1884,2,3,2,1998,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",27,"Yes"
856700,3098,3.079,4,4,1981,"Ivy","Henley","Western Albemarle","101","Average","Central Air",44,"Yes"
735200,2951,0.204,4,3,2007,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",18,"Yes"
354600,1754,0.03,3,2,2006,"Crozet","Henley","Western Albemarle","111.03","Average","Central Air",19,"Yes"
1340100,4327,6.406,4,3,1988,"Murray","Henley","Western Albemarle","112.02","Average","Central Air",37,"Yes"
1321600,2659,2,4,3,2005,"Ivy","Henley","Western Albemarle","110","Average","Central Air",20,"Yes"
853800,1820,184.92,3,2,1754,"Red Hill","Walton","Monticello","114","Average","No Central Air",271,"No"
573200,2642,4.211,4,3,1983,"Ivy","Henley","Western Albemarle","101","Average","Central Air",42,"Yes"
490600,2540,0.7553,3,2,1963,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",62,"Yes"
309600,1196,4.22,3,2,2006,"Scottsville","Walton","Monticello","114","Average","Central Air",19,"No"
336400,1344,2.352,3,2,1999,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",26,"Yes"
204000,966,3.192,2,1,1958,"Brownsville","Henley","Western Albemarle","112.01","Average","No Central Air",67,"No"
458900,1536,2,3,2,1971,"Stony Point","Burley","Monticello","105.01","Average","Central Air",54,"Yes"
271100,1172,0,2,2,1989,"Agnor","Burley","Albemarle","106.02","Average","Central Air",36,"Yes"
528800,2558,3.672,5,3,1979,"Broadus Wood","Journey","Albemarle","101","Average","Central Air",46,"Yes"
542100,2242,4.814,3,3,2011,"Stony Point","Lakeside","Albemarle","104.01","Average","Central Air",14,"Yes"
296700,1212,2.17,2,1,2012,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",13,"No"
699100,2893,0.251,5,3,2001,"Agnor","Burley","Albemarle","106.02","Average","Central Air",24,"Yes"
1421300,3876,8.108,4,4,2005,"Murray","Henley","Western Albemarle","112.02","Average","Central Air",20,"Yes"
162000,1680,5.528,3,2,1986,"Stone-Robinson","Walton","Monticello","113.01","Average","Central Air",39,"No"
326600,1356,2.855,2,1,1948,"Murray","Henley","Western Albemarle","110","Average","No Central Air",77,"Yes"
856500,3896,2.03,4,2,2008,"Murray","Henley","Western Albemarle","110","Average","Central Air",17,"Yes"
605200,1955,0.123,3,2,2022,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",3,"Yes"
405200,1872,2.2,3,2,1986,"Stone-Robinson","Burley","Monticello","104.01","Average","Central Air",39,"Yes"
411900,1760,0.3314,3,2,1980,"Greer","Journey","Albemarle","107.01","Average","Central Air",45,"Yes"
94500,644,1,2,1,1953,"Scottsville","Walton","Monticello","114","Average","No Central Air",72,"No"
395800,1887,0.113,3,2,2022,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",3,"No"
664900,2538,42.357,4,2,2004,"Red Hill","Walton","Monticello","114","Average","Central Air",21,"No"
508700,2252,0.051,3,3,2023,"Agnor","Burley","Albemarle","106.02","Average","Central Air",2,"Yes"
1906500,5064,3.32,4,5,2005,"Murray","Henley","Western Albemarle","112.02","Average","Central Air",20,"Yes"
384400,1378,1.858,2,2,1999,"Murray","Henley","Western Albemarle","110","Average","Central Air",26,"No"
553300,1948,11.14,3,2,1989,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",36,"No"
1423200,1620,56.001,4,1,1940,"Murray","Henley","Western Albemarle","110","Average","No Central Air",85,"No"
552000,2616,5.126,4,2,2014,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",11,"Yes"
123700,842,0.94,2,1,1954,"Stone-Robinson","Burley","Monticello","104.01","Average","No Central Air",71,"No"
722100,3795,1.715,4,3,2005,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",20,"Yes"
1442800,5202,21.2,6,4,2005,"Broadus Wood","Journey","Albemarle","102.01","Average","Central Air",20,"Yes"
497000,1185,34.5,2,1,1975,"Red Hill","Walton","Monticello","114","Average","Central Air",50,"No"
484800,1939,6.66,3,2,1964,"Ivy","Henley","Western Albemarle","101","Average","Central Air",61,"Yes"
646800,2434,6.021,4,2,1985,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",40,"Yes"
518800,2089,0.078,3,2,2023,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",2,"Yes"
269500,1360,0,3,1,1984,"Agnor","Journey","Albemarle","107.02","Average","Central Air",41,"No"
670400,2524,1.053,4,2,1990,"Murray","Henley","Western Albemarle","110","Average","Central Air",35,"Yes"
531200,3196,0.7639,5,3,1974,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",51,"Yes"
693800,2729,2.4,4,3,2011,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",14,"Yes"
532600,1736,0.373,3,3,1996,"Hollymead","Lakeside","Albemarle","103.02","Average","Central Air",29,"No"
175500,960,2,3,1,1998,"Scottsville","Walton","Monticello","114","Average","Central Air",27,"No"
611900,1526,15.7,3,2,1971,"Ivy","Henley","Western Albemarle","101","Average","No Central Air",54,"Yes"
704100,2916,3,3,2,1819,"Murray","Henley","Western Albemarle","110","Average","Central Air",206,"Yes"
518500,1566,0.385,4,3,1972,"Greer","Journey","Albemarle","108.01","Average","Central Air",53,"Yes"
815700,2983,0.508,5,4,2015,"Stony Point","Burley","Monticello","105.01","Average","Central Air",10,"Yes"
673800,2366,0.113,4,2,2013,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",12,"Yes"
200300,1008,1.654,3,1,1999,"Scottsville","Walton","Monticello","114","Average","Central Air",26,"No"
846000,3226,1.032,3,4,1990,"Murray","Henley","Western Albemarle","110","Average","Central Air",35,"Yes"
547900,2070,0.109,3,2,2021,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",4,"Yes"
552700,2288,0.239,4,3,1999,"Hollymead","Lakeside","Albemarle","103.02","Average","Central Air",26,"Yes"
534900,2200,0.077,3,2,2019,"Mountain View","Walton","Monticello","113.03","Average","Central Air",6,"No"
420100,1680,0.046,4,3,2012,"Mountain View","Walton","Monticello","113.03","Average","Central Air",13,"No"
347400,1712,1.852,5,2,1973,"Agnor","Burley","Albemarle","106.02","Average","No Central Air",52,"Yes"
515100,1682,0.344,4,2,1970,"Greer","Journey","Albemarle","108.01","Average","No Central Air",55,"No"
1023800,3556,0.489,6,5,2020,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",5,"Yes"
536400,2184,1.382,3,2,1979,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",46,"Yes"
377900,2000,0.031,3,3,2019,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",6,"No"
559300,2144,0.166,2,2,1995,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",30,"No"
238100,1346,7.694,3,1,1915,"Red Hill","Walton","Monticello","114","Average","No Central Air",110,"No"
522000,2381,0.336,4,2,1991,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",34,"Yes"
249800,960,2,3,1,1979,"Brownsville","Henley","Western Albemarle","112.01","Average","No Central Air",46,"No"
342500,1488,0.102,3,2,2004,"Hollymead","Lakeside","Albemarle","103.02","Average","Central Air",21,"Yes"
530900,2094,1.476,3,3,1985,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",40,"Yes"
915800,2631,0.689,4,3,2018,"Mountain View","Walton","Monticello","112.02","Average","Central Air",7,"Yes"
362400,1758,0.12,3,2,2006,"Crozet","Henley","Western Albemarle","111.03","Average","Central Air",19,"No"
540000,2576,0.185,4,3,2006,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",19,"Yes"
555300,2128,0.257,5,3,2004,"Crozet","Henley","Western Albemarle","111.03","Average","Central Air",21,"Yes"
615900,2166,5.84,3,2,1987,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",38,"Yes"
795000,3285,0.12,4,3,2024,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",1,"Yes"
1635000,3823,2.7,4,5,2017,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",8,"Yes"
556100,2046,0.177,3,2,2014,"Agnor","Burley","Albemarle","106.02","Average","Central Air",11,"No"
251400,1428,0,3,1,1973,"Agnor","Burley","Albemarle","107.02","Average","Central Air",52,"Yes"
85500,2112,0.04,3,2,2024,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",1,"No"
518600,1860,1.3533,3,3,1967,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",58,"Yes"
353000,1885,0.204,3,2,1993,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",32,"Yes"
388400,2184,0.042,3,2,2023,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",2,"No"
334800,1379,0.041,3,2,1993,"Agnor","Burley","Albemarle","106.02","Average","Central Air",32,"Yes"
559300,1624,8.113,4,1,1958,"Ivy","Henley","Western Albemarle","101","Average","Central Air",67,"Yes"
480800,2172,0.359,4,2,1987,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",38,"Yes"
304600,1600,0,3,2,1992,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",33,"Yes"
575700,2112,0.124,4,3,2015,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",10,"Yes"
223300,960,2.02,3,1,1974,"Red Hill","Walton","Monticello","113.01","Average","No Central Air",51,"No"
414400,2798,1.091,3,2,1960,"Stone-Robinson","Burley","Monticello","104.01","Average","Central Air",65,"No"
347100,1402,0.038,3,2,2010,"Hollymead","Lakeside","Albemarle","103.01","Average","Central Air",15,"No"
480400,2080,0.405,4,3,1989,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",36,"Yes"
296900,876,0.46,3,1,1965,"Mountain View","Burley","Monticello","113.02","Average","No Central Air",60,"No"
310200,1200,3,3,3,1985,"Stony Point","Lakeside","Albemarle","104.01","Average","No Central Air",40,"No"
562200,1848,8.12,3,2,1965,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",60,"Yes"
421300,1344,0.597,3,3,1996,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",29,"Yes"
1329300,3662,3.17,4,3,2002,"Ivy","Henley","Western Albemarle","110","Average","Central Air",23,"Yes"
466200,1728,0.05,4,3,2015,"Mountain View","Walton","Monticello","113.03","Average","Central Air",10,"Yes"
248900,1075,0,3,1,1960,"Crozet","Henley","Western Albemarle","111.03","Average","Central Air",65,"No"
583500,2916,3.67,4,2,1993,"Brownsville","Henley","Western Albemarle","112.01","Average","Central Air",32,"Yes"
1010900,3297,21,5,4,2000,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",25,"Yes"
93000,1760,0.037,3,2,2024,"Mountain View","Burley","Monticello","113.02","Average","Central Air",1,"No"
439900,1670,0.0596,4,3,2015,"Stone-Robinson","Burley","Monticello","105.02","Average","Central Air",10,"No"
1267100,3478,31.96,3,3,1988,"Stone-Robinson","Burley","Monticello","104.02","Average","Central Air",37,"Yes"
373900,1254,0.5,3,1,1971,"Brownsville","Henley","Western Albemarle","111.02","Average","Central Air",54,"Yes"
605200,2569,0.427,3,3,1989,"Baker-Butler","Lakeside","Albemarle","103.03","Average","Central Air",36,"Yes"
413100,1979,0.131,3,2,2001,"Mountain View","Walton","Monticello","113.03","Average","Central Air",24,"Yes"
649000,2672,0.1,3,3,2022,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",3,"Yes"
335200,1648,2.049,2,2,1994,"Murray","Henley","Western Albemarle","112.01","Average","No Central Air",31,"No"
891300,3250,9.77,3,2,1987,"Broadus Wood","Journey","Albemarle","101","Average","Central Air",38,"Yes"
223400,1616,0.027,2,1,2021,"Mountain View","Walton","Monticello","113.03","Average","Central Air",4,"No"
570400,3128,1.1154,3,2,1988,"Woodbrook","Journey","Albemarle","106.04","Average","Central Air",37,"Yes"
489800,2750,0.814,3,1,2000,"Ivy","Henley","Western Albemarle","110","Average","Central Air",25,"Yes"
805100,2546,6.95,4,4,2006,"Broadus Wood","Journey","Albemarle","102.02","Average","Central Air",19,"Yes"
297000,960,15.55,1,1,1980,"Stony Point","Lakeside","Albemarle","104.01","Average","No Central Air",45,"No"
467300,1476,2.092,3,2,1997,"Stony Point","Burley","Monticello","104.01","Average","Central Air",28,"Yes"
735600,2810,3.952,4,4,1999,"Broadus Wood","Journey","Albemarle","101","Average","Central Air",26,"Yes"
255000,1428,0,3,1,1972,"Agnor","Burley","Albemarle","107.02","Average","Central Air",53,"No"
874600,3127,0.459,3,3,2018,"Mountain View","Burley","Monticello","112.02","Average","Central Air",7,"Yes"
770000,2710,0.121,4,3,2016,"Agnor","Burley","Albemarle","106.02","Average","Central Air",9,"Yes"
1182700,3663,21.04,5,4,2008,"Scottsville","Walton","Monticello","113.01","Average","Central Air",17,"Yes"
238700,1428,0,3,1,1973,"Agnor","Burley","Albemarle","107.02","Average","Central Air",52,"No"
631300,2765,0.119,3,2,2013,"Agnor","Burley","Albemarle","106.02","Average","Central Air",12,"No"
479100,1276,0,3,3,2019,"Crozet","Henley","Western Albemarle","111.01","Average","Central Air",6,"No"
444900,1984,2.05,3,2,1982,"Red Hill","Walton","Monticello","113.01","Average","Central Air",43,"Yes"
332000,1748,0.029,3,3,2013,"Baker-Butler","Lakeside","Albemarle","102.01","Average","Central Air",12,"No"
804000,2862,0.134,3,3,2017,"Brownsville","Henley","Western Albemarle","111.03","Average","Central Air",8,"Yes"
453200,1830,0.05,5,3,2024,"Crozet","Henley","Western Albemarle","111.02","Average","Central Air",1,"No"
413100,1549,0,4,2,1982,"Hollymead","Lakeside","Albemarle","103.03","Average","Central Air",43,"Yes"
