"totalvalue","finsqft","lotsize","bedroom","fullbath","yearbuilt","esdistrict","msdistrict","hsdistrict","censustract","condition","cooling","age","fp"
480500,1687,0,3,3,1970,"Greer","Journey","Albemarle","108.01","Average Plus","Central Air",55,"Yes"
291100,1420,0,3,2,1986,"Agnor","Journey","Albemarle","107.02","Average Plus","Central Air",39,"Yes"
646100,2418,1.109,3,3,1984,"Ivy","Henley","Western Albemarle","110","Average Plus","Central Air",41,"Yes"
580900,2288,1.322,3,3,1822,"Brownsville","Henley","Western Albemarle","112.01","Average Plus","Central Air",203,"Yes"
280800,1408,0,2,2,1983,"Agnor","Journey","Albemarle","107.02","Average Plus","Central Air",42,"No"
390900,1136,6,3,3,1988,"Red Hill","Walton","Monticello","114","Average Plus","Central Air",37,"Yes"
602700,2442,0.261,4,2,2003,"Mountain View","Walton","Monticello","113.03","Average Plus","Central Air",22,"Yes"
295900,1188,0,3,2,1969,"Greer","Journey","Albemarle","108.01","Average Plus","Central Air",56,"No"
616800,2624,0.684,6,3,1948,"Murray","Henley","Western Albemarle","110","Average Plus","Central Air",77,"Yes"
415500,1512,0.993,3,3,1998,"Brownsville","Henley","Western Albemarle","112.01","Average Plus","Central Air",27,"Yes"
402500,1542,1.23,3,3,1956,"Baker-Butler","Lakeside","Albemarle","102.01","Average Plus","Central Air",69,"No"
259900,1312,0,3,1,1983,"Baker-Butler","Lakeside","Albemarle","102.01","Average Plus","Central Air",42,"Yes"
520100,2438,0.587,4,3,1991,"Baker-Butler","Lakeside","Albemarle","103.03","Average Plus","Central Air",34,"Yes"
177900,1110,0.234,2,2,1947,"Crozet","Henley","Western Albemarle","111.01","Average Plus","Central Air",78,"No"
472500,2006,1.377,3,4,1983,"Broadus Wood","Journey","Albemarle","102.01","Average Plus","Central Air",42,"Yes"
711000,2371,2.38,3,3,1986,"Ivy","Henley","Western Albemarle","110","Average Plus","Central Air",39,"Yes"
272300,1384,0,3,1,1981,"Agnor","Journey","Albemarle","107.02","Average Plus","Central Air",44,"Yes"
287400,1197,0.06,2,2,1995,"Agnor","Journey","Albemarle","106.03","Average Plus","Central Air",30,"No"
1066400,2971,118.49,3,3,1996,"Red Hill","Walton","Monticello","114","Average Plus","Central Air",29,"Yes"
836000,2320,7,4,2,1995,"Ivy","Henley","Western Albemarle","101","Average Plus","Central Air",30,"No"
961400,2897,2.234,5,3,2007,"Baker-Butler","Lakeside","Albemarle","102.01","Average Plus","Central Air",18,"Yes"
312400,1420,0,3,2,1988,"Agnor","Journey","Albemarle","107.02","Average Plus","Central Air",37,"Yes"
520800,2612,4.41,3,2,1979,"Stone-Robinson","Burley","Monticello","104.01","Average Plus","Central Air",46,"Yes"
245000,1088,2,3,1,1949,"Broadus Wood","Journey","Albemarle","101","Good","Central Air",76,"No"
571600,1530,0.252,4,3,1972,"Greer","Journey","Albemarle","108.01","Good","Central Air",53,"Yes"
487900,2240,0.26,4,3,1997,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",28,"Yes"
721200,2692,3.7,3,2,1985,"Stone-Robinson","Burley","Monticello","104.02","Good","Central Air",40,"Yes"
2683200,4749,2.186,5,5,2006,"Murray","Henley","Western Albemarle","110","Good","Central Air",19,"Yes"
260200,1230,0.086,3,1,1981,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",44,"Yes"
949800,3256,2.199,4,3,1985,"Greer","Journey","Albemarle","108.02","Good","Central Air",40,"Yes"
1233900,3233,8.265,4,2,1793,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",232,"Yes"
272000,1456,2,2,1,1998,"Scottsville","Walton","Monticello","114","Good","Central Air",27,"No"
366400,1188,1.171,3,2,1950,"Greer","Journey","Albemarle","108.02","Good","Central Air",75,"No"
448100,938,5.01,2,2,1985,"Broadus Wood","Journey","Albemarle","101","Good","Central Air",40,"No"
582800,2361,0.3411,4,3,1967,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",58,"Yes"
619900,2119,6.789,2,2,1989,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",36,"Yes"
628500,2150,0.344,5,3,1966,"Greer","Journey","Albemarle","108.01","Good","Central Air",59,"Yes"
596500,1596,0,4,3,1967,"Woodbrook","Journey","Albemarle","108.01","Good","Central Air",58,"Yes"
1203000,3143,9.51,4,4,1961,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",64,"Yes"
767600,3248,4.34,4,3,1983,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",42,"Yes"
1848000,3490,1.384,5,5,1955,"Murray","Henley","Western Albemarle","110","Good","Central Air",70,"Yes"
604300,2328,0.449,4,3,1990,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",35,"Yes"
1305500,3040,4.49,4,3,1978,"Ivy","Henley","Western Albemarle","110","Good","Central Air",47,"Yes"
466900,1712,0.198,3,2,1992,"Mountain View","Burley","Monticello","112.02","Good","Central Air",33,"Yes"
753900,2853,2.047,5,3,1978,"Murray","Henley","Western Albemarle","110","Good","Central Air",47,"Yes"
516900,1900,1.381,3,2,1978,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",47,"Yes"
621700,2322,0.369,4,2,2000,"Mountain View","Walton","Monticello","113.03","Good","Central Air",25,"Yes"
465400,1622,2.191,3,2,1986,"Scottsville","Walton","Monticello","114","Good","Central Air",39,"Yes"
786200,3033,0,4,4,1967,"Greer","Journey","Albemarle","108.02","Good","Central Air",58,"Yes"
326700,1325,0,3,1,1985,"Greer","Journey","Albemarle","108.02","Good","Central Air",40,"Yes"
322100,1374,0,3,1,1982,"Greer","Journey","Albemarle","108.02","Good","Central Air",43,"Yes"
366300,1420,0.145,3,2,1999,"Mountain View","Walton","Monticello","113.03","Good","Central Air",26,"Yes"
480600,1786,0,4,3,1962,"Agnor","Journey","Albemarle","107.02","Good","Central Air",63,"Yes"
503900,1824,0.418,5,3,1989,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",36,"Yes"
613100,2758,2.062,5,4,1990,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",35,"Yes"
426000,2082,2.007,4,2,1990,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",35,"No"
1283100,3664,1.113,4,4,1964,"Greer","Journey","Albemarle","108.02","Good","Central Air",61,"Yes"
455200,1599,0.301,3,2,1995,"Mountain View","Walton","Monticello","113.01","Good","Central Air",30,"No"
625400,2563,5.05,4,3,1999,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",26,"Yes"
754300,2820,0,4,3,1966,"Greer","Journey","Albemarle","108.02","Good","Central Air",59,"Yes"
1370900,4920,3.346,4,4,1986,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",39,"Yes"
277600,1200,2.166,4,2,1974,"Red Hill","Walton","Monticello","112.02","Good","Central Air",51,"No"
397600,1300,0.2261,3,2,1979,"Greer","Journey","Albemarle","107.01","Good","Central Air",46,"Yes"
580100,2779,0,4,2,1988,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",37,"Yes"
602000,2668,1.911,5,4,1981,"Greer","Journey","Albemarle","108.02","Good","Central Air",44,"Yes"
1392700,3990,7.63,5,3,1974,"Ivy","Henley","Western Albemarle","110","Good","Central Air",51,"Yes"
463100,1867,0.267,3,2,1994,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",31,"Yes"
444100,1448,2,4,3,1984,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",41,"No"
452000,1660,6.39,3,2,1989,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",36,"Yes"
711800,2118,2.42,5,3,1983,"Murray","Henley","Western Albemarle","110","Good","Central Air",42,"Yes"
270900,1280,0,3,1,1974,"Mountain View","Burley","Monticello","113.02","Good","Central Air",51,"Yes"
800700,2622,3.618,3,3,1984,"Ivy","Henley","Western Albemarle","102.02","Good","Central Air",41,"Yes"
649500,2750,5.1,4,4,1994,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",31,"No"
533700,1892,2.002,4,4,1978,"Murray","Henley","Western Albemarle","110","Good","Central Air",47,"Yes"
350300,1638,0,3,1,1984,"Agnor","Journey","Albemarle","107.02","Good","Central Air",41,"Yes"
517200,2551,2.15,4,2,1977,"Scottsville","Walton","Monticello","114","Good","Central Air",48,"Yes"
526900,1804,0.036,3,3,2010,"Greer","Journey","Albemarle","109.04","Good","Central Air",15,"Yes"
959800,2900,0.345,5,4,1998,"Stone-Robinson","Burley","Monticello","104.02","Good","Central Air",27,"Yes"
305100,1440,2.2,3,1,1973,"Scottsville","Walton","Monticello","113.01","Good","Central Air",52,"No"
1667500,5226,26.032,5,4,1999,"Brownsville","Henley","Western Albemarle","112.01","Good","Central Air",26,"Yes"
745300,2557,2,3,2,1930,"Stone-Robinson","Burley","Monticello","104.01","Good","Central Air",95,"Yes"
503000,2044,0.361,3,3,1989,"Mountain View","Walton","Monticello","113.03","Good","Central Air",36,"Yes"
314500,1056,4.881,3,2,1979,"Stone-Robinson","Walton","Monticello","113.01","Good","Central Air",46,"Yes"
772500,3232,2,4,3,1980,"Ivy","Henley","Western Albemarle","110","Good","Central Air",45,"Yes"
1364700,2742,0,4,2,1982,"Murray","Henley","Western Albemarle","110","Good","Central Air",43,"Yes"
351600,1400,0,2,2,1965,"Baker-Butler","Lakeside","Albemarle","102.01","Good","No Central Air",60,"Yes"
738100,2199,3.302,4,2,1986,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",39,"Yes"
3322700,4478,1.45,3,3,1951,"Murray","Henley","Western Albemarle","110","Good","Central Air",74,"Yes"
464700,1968,0,4,2,1978,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",47,"Yes"
975300,4350,5.097,4,3,1991,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",34,"Yes"
365800,1299,0.116,2,2,2001,"Hollymead","Lakeside","Albemarle","103.02","Good","Central Air",24,"Yes"
546900,1728,12.888,3,2,1969,"Scottsville","Walton","Monticello","114","Good","No Central Air",56,"No"
635000,2046,3.433,3,2,1979,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",46,"Yes"
440400,1566,0.384,4,2,1987,"Mountain View","Walton","Monticello","113.03","Good","Central Air",38,"Yes"
465700,2280,0.334,2,2,1999,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",26,"Yes"
269200,880,0,2,1,1983,"Agnor","Burley","Albemarle","106.02","Good","Central Air",42,"Yes"
378900,2105,0.944,3,2,1960,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",65,"No"
627300,2516,0.311,4,3,1996,"Hollymead","Lakeside","Albemarle","103.02","Good","Central Air",29,"Yes"
597400,2686,0,5,3,1965,"Greer","Journey","Albemarle","108.02","Good","Central Air",60,"Yes"
301800,1344,0,3,1,1985,"Agnor","Journey","Albemarle","107.02","Good","Central Air",40,"Yes"
689300,2160,1.072,4,2,1989,"Ivy","Henley","Western Albemarle","110","Good","Central Air",36,"Yes"
535200,2326,0.383,4,2,1999,"Crozet","Henley","Western Albemarle","111.02","Good","Central Air",26,"Yes"
1251400,3463,3,3,4,1977,"Ivy","Henley","Western Albemarle","110","Good","Central Air",48,"Yes"
519500,2092,0.28,4,2,1989,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",36,"Yes"
403400,1400,0.6994,5,4,1972,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",53,"Yes"
498000,2456,1.5,3,2,1983,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",42,"Yes"
723400,2296,10.126,3,4,2004,"Scottsville","Walton","Monticello","113.01","Good","Central Air",21,"Yes"
440400,1778,0.4372,4,1,1961,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",64,"Yes"
593200,2593,0.487,4,2,1998,"Crozet","Henley","Western Albemarle","111.02","Good","Central Air",27,"Yes"
334200,1026,1.047,3,2,1975,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",50,"No"
310900,1324,2.162,2,1,1920,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",105,"Yes"
3623400,3944,55.48,5,3,1976,"Greer","Journey","Albemarle","110","Good","Central Air",49,"Yes"
488500,1143,2.032,4,2,1974,"Ivy","Henley","Western Albemarle","110","Good","Central Air",51,"Yes"
439300,1056,0,2,2,1958,"Greer","Journey","Albemarle","108.01","Good","Central Air",67,"Yes"
686200,2110,0.042,3,2,2006,"Greer","Journey","Albemarle","109.04","Good","Central Air",19,"Yes"
1357800,3538,1.639,4,2,1973,"Murray","Henley","Western Albemarle","110","Good","Central Air",52,"Yes"
414700,1522,5.001,3,2,1946,"Murray","Henley","Western Albemarle","110","Good","Central Air",79,"Yes"
588300,2097,2,5,3,1989,"Ivy","Henley","Western Albemarle","110","Good","Central Air",36,"Yes"
664200,2246,7.5,3,2,1995,"Ivy","Henley","Western Albemarle","102.02","Good","Central Air",30,"Yes"
1294000,3016,0.167,3,3,1990,"Murray","Henley","Western Albemarle","110","Good","Central Air",35,"Yes"
582900,2259,2.88,3,2,1996,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",29,"Yes"
1715700,4371,5.065,5,3,1980,"Murray","Henley","Western Albemarle","110","Good","Central Air",45,"Yes"
269200,1160,0,3,1,1972,"Mountain View","Burley","Monticello","113.02","Good","Central Air",53,"No"
535200,2228,0.267,3,2,1985,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",40,"Yes"
460800,1583,0.309,3,2,1990,"Mountain View","Walton","Monticello","113.03","Good","Central Air",35,"Yes"
328200,1356,0,4,2,1983,"Agnor","Journey","Albemarle","107.02","Good","Central Air",42,"Yes"
841200,2697,3.718,4,4,1996,"Ivy","Henley","Western Albemarle","110","Good","Central Air",29,"Yes"
829500,2974,0.456,4,3,1997,"Agnor","Burley","Albemarle","106.02","Good","Central Air",28,"Yes"
318100,1088,18.902,2,2,1979,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",46,"No"
682800,2098,5.16,3,3,1998,"Broadus Wood","Journey","Albemarle","101","Good","Central Air",27,"Yes"
713500,2380,28.98,4,2,1987,"Red Hill","Walton","Monticello","114","Good","Central Air",38,"Yes"
587800,2028,0.264,4,3,1992,"Mountain View","Walton","Monticello","113.03","Good","Central Air",33,"Yes"
1023500,3488,0,5,5,1967,"Greer","Journey","Albemarle","108.02","Good","Central Air",58,"Yes"
561600,2001,5.154,3,2,1999,"Broadus Wood","Journey","Albemarle","101","Good","Central Air",26,"Yes"
651600,2516,0.456,4,2,1995,"Hollymead","Lakeside","Albemarle","103.02","Good","Central Air",30,"Yes"
420400,1469,0.228,3,2,1991,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",34,"Yes"
583900,2796,0.28,4,2,1998,"Crozet","Henley","Western Albemarle","111.02","Good","Central Air",27,"Yes"
1977900,4800,23.062,6,5,1997,"Ivy","Henley","Western Albemarle","101","Good","Central Air",28,"Yes"
838700,3257,10,4,3,1989,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",36,"Yes"
335700,1196,0,2,3,1994,"Agnor","Burley","Albemarle","106.02","Good","Central Air",31,"Yes"
807200,2100,30.88,3,3,1998,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",27,"Yes"
413700,1344,1,3,1,1972,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",53,"Yes"
227400,1084,2,3,2,1979,"Stone-Robinson","Burley","Monticello","104.01","Good","Central Air",46,"No"
261000,1008,2.01,4,2,1976,"Stone-Robinson","Walton","Monticello","113.01","Good","Central Air",49,"No"
395000,1496,2,3,2,1989,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",36,"Yes"
894200,3404,4.791,5,5,2005,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",20,"Yes"
596200,2224,4.814,3,3,1754,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",271,"Yes"
404300,1518,4.002,3,2,1988,"Scottsville","Walton","Monticello","114","Good","Central Air",37,"No"
284000,1230,0,2,2,1975,"Agnor","Burley","Albemarle","106.02","Good","Central Air",50,"Yes"
439500,1545,0.247,3,2,1991,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",34,"Yes"
483700,1795,0.181,3,2,2003,"Baker-Butler","Lakeside","Albemarle","103.01","Good","Central Air",22,"Yes"
226500,880,1,2,1,1960,"Stone-Robinson","Walton","Monticello","113.01","Good","Central Air",65,"Yes"
426300,1800,0,3,2,1986,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",39,"Yes"
276400,1200,0.086,3,1,1980,"Mountain View","Burley","Monticello","113.03","Good","Central Air",45,"No"
639700,2697,0.9229,4,3,1973,"Ivy","Henley","Western Albemarle","110","Good","Central Air",52,"Yes"
1288900,4141,5.067,4,4,1959,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",66,"Yes"
534100,1732,0,3,2,1986,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",39,"Yes"
2251200,3910,4.3,3,3,1955,"Ivy","Henley","Western Albemarle","102.02","Good","Central Air",70,"Yes"
311000,1074,0.192,3,2,1983,"Agnor","Journey","Albemarle","107.02","Good","Central Air",42,"No"
507600,1486,0.332,4,3,1979,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",46,"Yes"
727800,3200,10,3,4,1989,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",36,"Yes"
1140100,3285,8.533,4,4,1987,"Ivy","Henley","Western Albemarle","102.02","Good","Central Air",38,"Yes"
418700,2128,0.278,3,2,1991,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",34,"Yes"
531200,2745,0.804,4,3,1989,"Red Hill","Walton","Monticello","112.02","Good","Central Air",36,"Yes"
271600,888,0.46,3,2,1963,"Greer","Journey","Albemarle","108.01","Good","Central Air",62,"Yes"
930900,3530,21.62,4,4,1840,"Brownsville","Henley","Western Albemarle","112.01","Good","Central Air",185,"Yes"
784700,2982,5.53,3,4,1984,"Broadus Wood","Journey","Albemarle","101","Good","Central Air",41,"Yes"
405400,1480,0.167,3,3,2001,"Mountain View","Walton","Monticello","113.01","Good","Central Air",24,"Yes"
526500,1883,0.8023,3,3,1989,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",36,"Yes"
346700,1564,2.33,3,2,1990,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",35,"Yes"
1116600,3104,6.82,4,4,1900,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",125,"Yes"
474700,1595,0.4788,5,3,1973,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",52,"Yes"
587700,2288,2.432,3,3,1988,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",37,"Yes"
480000,1990,0.196,4,2,1980,"Greer","Journey","Albemarle","108.01","Good","Central Air",45,"Yes"
272800,1160,4.22,2,1,1986,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",39,"Yes"
416500,2156,3.609,4,2,1984,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",41,"No"
966900,4005,0.644,5,3,1995,"Stone-Robinson","Burley","Monticello","104.02","Good","Central Air",30,"Yes"
812800,2860,1.77,4,2,1965,"Ivy","Henley","Western Albemarle","110","Good","Central Air",60,"Yes"
722100,2788,7.517,3,2,1980,"Brownsville","Henley","Western Albemarle","112.01","Good","Central Air",45,"Yes"
389400,1040,0,3,2,1983,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",42,"Yes"
562700,1815,0,4,3,1965,"Greer","Journey","Albemarle","108.01","Good","Central Air",60,"Yes"
504500,2033,2.481,4,2,1983,"Scottsville","Walton","Monticello","114","Good","Central Air",42,"Yes"
1096700,3678,2.045,4,3,1950,"Ivy","Henley","Western Albemarle","102.02","Good","Central Air",75,"Yes"
186400,832,2.412,3,1,1964,"Scottsville","Walton","Monticello","113.01","Good","Central Air",61,"No"
1271600,2417,1.5,4,3,1963,"Murray","Henley","Western Albemarle","110","Good","Central Air",62,"Yes"
360700,1194,0.372,3,2,1973,"Mountain View","Burley","Monticello","113.02","Good","Central Air",52,"Yes"
457700,1716,0,4,2,1986,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",39,"Yes"
1010900,2874,3.379,4,3,1986,"Murray","Henley","Western Albemarle","110","Good","Central Air",39,"Yes"
359900,1817,2.945,4,3,1964,"Red Hill","Walton","Monticello","113.01","Good","Central Air",61,"No"
653600,1947,1.011,3,2,1976,"Broadus Wood","Journey","Albemarle","101","Good","Central Air",49,"Yes"
370100,1441,0.076,3,3,2002,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",23,"Yes"
1004000,1881,0,3,2,1969,"Murray","Henley","Western Albemarle","110","Good","Central Air",56,"Yes"
486300,1896,0.282,4,2,1989,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",36,"Yes"
836900,2930,2.466,3,3,2002,"Baker-Butler","Lakeside","Albemarle","104.01","Good","Central Air",23,"Yes"
264100,1428,0,3,1,1973,"Agnor","Burley","Albemarle","107.02","Good","Central Air",52,"No"
800200,2439,12.466,4,2,1994,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",31,"Yes"
334300,1598,0,3,2,1993,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",32,"Yes"
602300,1830,0.344,6,3,1965,"Greer","Journey","Albemarle","108.01","Good","No Central Air",60,"Yes"
943700,2616,4.062,4,3,1967,"Brownsville","Henley","Western Albemarle","111.03","Good","Central Air",58,"Yes"
578300,2256,2.17,4,2,1974,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",51,"Yes"
308700,1120,0,4,3,1990,"Agnor","Burley","Albemarle","106.02","Good","Central Air",35,"Yes"
649700,2327,0.344,4,3,1968,"Greer","Journey","Albemarle","108.01","Good","Central Air",57,"Yes"
870700,3103,7.03,3,3,1999,"Broadus Wood","Journey","Albemarle","101","Good","Central Air",26,"Yes"
759600,3596,2.006,5,4,1990,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",35,"Yes"
436300,1984,2.001,3,3,1978,"Scottsville","Walton","Monticello","114","Good","Central Air",47,"Yes"
605500,3200,14.36,5,3,1977,"Scottsville","Walton","Monticello","114","Good","Central Air",48,"Yes"
302600,1312,0,3,2,1986,"Greer","Journey","Albemarle","108.02","Good","Central Air",39,"No"
347500,1456,2,3,1,1977,"Red Hill","Walton","Monticello","114","Good","Central Air",48,"No"
508000,2080,0.359,4,2,1988,"Woodbrook","Journey","Albemarle","106.04","Good","Central Air",37,"Yes"
563800,2167,1.386,3,2,1993,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",32,"Yes"
615800,2409,0.494,4,3,1991,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",34,"Yes"
293800,1444,0,3,2,1975,"Agnor","Burley","Albemarle","106.02","Good","Central Air",50,"No"
756600,2654,5.303,4,3,1993,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",32,"Yes"
497500,1803,3.072,3,2,1991,"Murray","Henley","Western Albemarle","110","Good","Central Air",34,"Yes"
559900,2084,0.95,5,3,1993,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",32,"Yes"
303000,1254,4.031,3,2,1987,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",38,"Yes"
1372900,2556,0,4,3,1982,"Murray","Henley","Western Albemarle","110","Good","Central Air",43,"Yes"
3011800,3720,1.859,3,3,1952,"Murray","Henley","Western Albemarle","110","Good","Central Air",73,"Yes"
593800,1978,2.003,3,2,1978,"Murray","Henley","Western Albemarle","110","Good","Central Air",47,"Yes"
371500,1455,1.406,2,2,1982,"Broadus Wood","Journey","Albemarle","102.01","Good","Central Air",43,"Yes"
350100,1510,0,2,2,1982,"Greer","Journey","Albemarle","107.02","Good","Central Air",43,"Yes"
439300,1720,0.134,3,2,2008,"Mountain View","Burley","Monticello","113.02","Good","Central Air",17,"No"
248300,1230,0.089,3,1,1982,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",43,"Yes"
414800,1728,0.281,3,2,1973,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",52,"Yes"
1484500,3792,6.007,5,4,2011,"Murray","Henley","Western Albemarle","110","Good","Central Air",14,"Yes"
281200,912,0.2089,3,2,1972,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",53,"No"
484400,1229,9.962,3,2,1976,"Scottsville","Walton","Monticello","114","Good","Central Air",49,"Yes"
550600,2034,0.426,3,2,1992,"Mountain View","Walton","Monticello","113.01","Good","Central Air",33,"Yes"
903100,3091,2.181,4,4,1900,"Ivy","Henley","Western Albemarle","110","Good","Central Air",125,"Yes"
371500,1598,1.34,3,2,1949,"Scottsville","Walton","Monticello","114","Good","Central Air",76,"Yes"
472300,2336,0.334,5,2,1997,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",28,"Yes"
434500,1840,0.306,4,1,1983,"Agnor","Journey","Albemarle","107.02","Good","Central Air",42,"Yes"
646200,2560,0.4,4,3,1994,"Hollymead","Lakeside","Albemarle","103.02","Good","Central Air",31,"Yes"
490100,2128,0.442,4,2,1989,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",36,"Yes"
1324900,4788,0.628,4,4,1995,"Stone-Robinson","Burley","Monticello","104.02","Good","Central Air",30,"Yes"
1041900,3710,6.004,4,3,2006,"Ivy","Henley","Western Albemarle","111.01","Good","Central Air",19,"Yes"
309800,1458,0.062,3,2,1995,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",30,"No"
539900,1915,0.38,4,2,1991,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",34,"Yes"
542200,1680,4.651,4,3,1992,"Stony Point","Lakeside","Albemarle","104.01","Good","Central Air",33,"No"
390000,1502,0,3,2,1973,"Agnor","Burley","Albemarle","107.02","Good","Central Air",52,"Yes"
636300,2280,0.391,4,3,1996,"Mountain View","Walton","Monticello","113.01","Good","Central Air",29,"Yes"
365800,1430,1.4,3,2,1977,"Stone-Robinson","Burley","Monticello","104.02","Good","Central Air",48,"Yes"
387200,936,0,4,2,1979,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",46,"Yes"
1396200,3303,1.495,4,4,1973,"Murray","Henley","Western Albemarle","110","Good","Central Air",52,"Yes"
409900,1467,2,4,2,1972,"Broadus Wood","Journey","Albemarle","101","Good","Central Air",53,"Yes"
674300,2662,0.221,4,3,1998,"Hollymead","Lakeside","Albemarle","103.03","Good","Central Air",27,"Yes"
775400,2597,1.2,4,3,1900,"Brownsville","Henley","Western Albemarle","112.01","Good","Central Air",125,"No"
1081300,1898,0,2,2,1969,"Murray","Henley","Western Albemarle","110","Good","Central Air",56,"Yes"
336400,1570,0,3,2,1993,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",32,"Yes"
290700,1149,0,3,3,1973,"Baker-Butler","Lakeside","Albemarle","103.03","Good","Central Air",52,"Yes"
126100,808,0.881,3,1,1965,"Hollymead","Lakeside","Albemarle","103.03","Good","No Central Air",60,"No"
539600,1728,2.888,2,3,1987,"Red Hill","Walton","Monticello","114","Good","Central Air",38,"Yes"
756400,2332,8.663,4,2,1988,"Broadus Wood","Journey","Albemarle","102.02","Good","Central Air",37,"Yes"
1547800,3888,1.996,3,3,1978,"Murray","Henley","Western Albemarle","110","Good","Central Air",47,"Yes"
404600,1269,0,4,2,1966,"Agnor","Journey","Albemarle","107.02","Good","No Central Air",59,"Yes"
276500,1230,0.088,3,1,1983,"Baker-Butler","Lakeside","Albemarle","102.01","Good","Central Air",42,"No"
927300,3414,2.371,4,3,1977,"Ivy","Henley","Western Albemarle","110","Good","Central Air",48,"Yes"
